movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes
tt2281551,Vinyl Days,2012,105.0,"Comedy,Music,Romance",6.9,823
tt2281587,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018
tt2281591,Vanishing Pearls: The Oystermen of Pointe a la Hache,2014,80.0,"Biography,Documentary,History",7.3,42
tt2282016,The Possession of Michael King,2014,83.0,Horror,5.7,10782
tt2282058,Bruno & Earlene Go to Vegas,2013,95.0,"Adventure,Drama,Romance",5.1,119
tt2282526,Found Footage Festival Volume 6: Live in Chicago,2012,90.0,Comedy,7.9,25
tt2282628,Leap 4 Your Life,2013,80.0,Comedy,6.9,39
tt2282662,Our Nixon,2013,84.0,"Biography,Crime,Documentary",6.7,555
tt2282670,Outsider,2012,118.0,Drama,4.1,30
tt2282697,Always Faithful,2012,72.0,Documentary,8.0,25
tt2282703,Psychotic,2012,80.0,"Action,Horror,Thriller",3.8,93
tt2282737,The Breakup Girl,2015,90.0,"Comedy,Drama",4.8,130
tt2282829,Kac Wawa,2012,97.0,Comedy,1.4,834
tt2282849,Porn in the Hood,2012,95.0,Comedy,5.4,1358
tt2282895,Night People,2013,90.0,"Crime,Drama",6.1,9
tt2282917,Platinum Data,2013,133.0,"Mystery,Sci-Fi",5.8,445
tt2282973,The Samurai That Night,2012,119.0,Drama,6.2,119
tt2282989,Supermarket,2012,81.0,Thriller,5.4,232
tt2283017,The Land of Hope,2012,133.0,"Drama,Sci-Fi",6.6,923
tt2283061,Versailles '73: American Runway Revolution,2012,91.0,"Documentary,History",7.2,30
tt2283089,Zombie Killer,2011,81.0,Horror,5.6,7
tt2283160,Potential Inertia,2014,79.0,Drama,6.3,48
tt2283354,Tympanum,2012,78.0,"Drama,Sci-Fi",3.9,34
tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735
tt2283424,El Cuarto Desnudo,2013,70.0,"Documentary,Drama",7.8,16
tt2283740,Distorted,2015,80.0,"Horror,Mystery,Thriller",3.7,76
tt2283748,OMG: Oh My God!,2012,125.0,"Comedy,Drama,Fantasy",8.2,44377
tt2283856,The Space Jockey Pursuit,2013,104.0,"Comedy,Drama",8.9,11
tt2283894,Riyasat,2014,80.0,Crime,6.5,39
tt2284752,Immortal Kiss: Queen of the Night,2012,76.0,"Horror,Thriller",4.0,34
tt2284790,Wings,2012,84.0,"Adventure,Animation,Comedy",3.2,561
tt2284808,Bolshaya rzhaka,2012,85.0,Comedy,1.5,240
tt2284824,Vozhd raznokozhikh,2012,105.0,Comedy,3.8,66
tt2284910,Delight,2013,105.0,"Drama,Romance",5.8,17
tt2285387,Arwah kuntilanak duyung,2011,77.0,"Comedy,Horror,Mystery",2.6,33
tt2285389,"Ayah, mengapa aku berbeda?",2011,99.0,Drama,6.8,20
tt2285419,Bukan pocong biasa,2011,80.0,"Comedy,Horror",5.2,29
tt2285431,"Cold, I Am: Ballad of the Bark Eater",2012,90.0,"Adventure,Drama,History",8.5,15
tt2285453,You Decide!,2011,80.0,Documentary,5.9,8
tt2285457,El vagoneta en el mundo del cine,2012,87.0,Comedy,5.9,26
tt2285469,For You Naked,2012,74.0,Documentary,6.8,136
tt2285477,Hafalan shalat Delisa,2011,102.0,Drama,7.1,83
tt2285481,Metamorphosis,2011,54.0,Horror,5.3,180
tt2285527,Kalung jailangkung,2011,80.0,Horror,5.8,11
tt2285531,Kehormatan di balik kerudung,2011,105.0,Drama,5.6,11
tt2285547,Langit biru,2011,93.0,"Drama,Musical",6.6,16
tt2285557,Les Feux Arctiques,2011,45.0,"Biography,Documentary,Drama",7.7,6
tt2285579,The Blindfold,2012,90.0,Drama,6.3,39
tt2285595,My Blackberry Girlfriend,2011,83.0,"Comedy,Drama",5.3,13
tt2285597,My House,2012,93.0,Drama,8.0,10
tt2285629,Pacar hantu perawan,2011,76.0,"Comedy,Horror",3.4,35
tt2285635,Pengejar angin,2011,101.0,Drama,6.8,20
tt2285637,Perempuan2 Liar,2011,81.0,"Comedy,Drama",6.1,15
tt2285647,Pocong kesetanan!,2011,76.0,"Comedy,Horror",4.8,20
tt2285649,Pocong minta kawin,2011,84.0,"Comedy,Horror",7.1,12
tt2285759,Dare Remember,2012,73.0,Documentary,6.0,29
tt2286258,Aliens vs. A-holes,2012,82.0,"Adventure,Comedy,Fantasy",3.6,8
tt2286506,All Saints Eve,2015,83.0,Horror,3.5,70
tt2286552,Kings Park: Stories from an American Mental Institution,2011,108.0,"Biography,Documentary,History",8.1,12
tt2286560,Frankenstein,2011,82.0,"Drama,Horror",1.9,67
tt2286630,Line of Sight,2012,60.0,Documentary,7.4,335
tt2286676,Le Squatch: Master Criminal,2011,93.0,Comedy,8.2,5
tt2286684,Moms & Meds: Navigating Pregnancy and Psychiatric Medication,2014,53.0,"Biography,Documentary,Drama",6.5,6
tt2286746,Shqipe,2013,105.0,"Drama,Thriller",8.0,12
tt2286908,Der Bernd,2012,90.0,Documentary,7.0,10
tt2286988,Sleeping with the Fishes,2013,101.0,Comedy,5.7,179
tt2286990,The Right Kind of Wrong,2013,97.0,"Comedy,Romance",6.1,8985
tt2287030,Making the Rules,2014,78.0,"Drama,Romance",3.3,243
tt2287140,Kufferten,2012,96.0,"Action,Adventure,Biography",4.6,37
tt2287170,Man from Reno,2014,111.0,"Crime,Drama,Mystery",6.8,1655
tt2287214,Dracula: The Dark Prince,2013,100.0,"Action,Fantasy",3.9,1523
tt2287612,Accidental Passer-By,2012,80.0,Drama,7.4,40
tt2287621,A Zombie Invasion,2012,94.0,Horror,5.6,78
tt2287626,Taste of Rain,2012,82.0,Drama,6.8,12
tt2287655,Bitch Hug,2012,101.0,Drama,6.0,901
tt2287661,Blondie,2012,88.0,Drama,4.7,639
tt2287666,A Letter to My Father,2012,72.0,Drama,7.0,159
tt2287675,Cockpit,2012,96.0,Comedy,5.7,2032
tt2287677,Massacre County,2015,113.0,"Crime,Horror,Mystery",5.4,203
tt2287695,Diagram for Delinquents,2014,133.0,Documentary,8.5,6
tt2287699,The Conductor,2012,86.0,Drama,6.6,332
tt2287715,Ego,2013,105.0,Drama,6.2,2999
tt2287719,El Cordero,2014,90.0,"Comedy,Crime,Drama",6.5,54
tt2287745,Ghostwriter Hotel,2012,81.0,"Comedy,Horror",5.3,7
tt2287803,Jebadiah's Axe,2013,66.0,"Horror,Thriller",4.5,36
tt2287851,Last Flight to Abuja,2012,81.0,Action,6.9,93
tt2287861,Lies I Told My Little Sister,2014,98.0,"Comedy,Drama",7.9,79
tt2287867,Little Anna and the Tall Uncle,2012,47.0,"Animation,Family",5.7,16
tt2287891,Maxim,2012,82.0,"Drama,Thriller",7.6,61
tt2287901,"Messies, ein schönes Chaos",2012,117.0,Documentary,7.7,35
tt2287905,"Milos Forman, un outsider à Hollywood",2012,58.0,Documentary,6.8,32
tt2287939,Night Express,2011,82.0,"Action,Adventure,Thriller",6.2,5
tt2287973,Rachcha,2012,143.0,Action,4.5,2199
tt2287993,Rocky Mountain Express,2011,46.0,Documentary,7.8,192
tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,92.0,"Adventure,Animation,Family",5.7,1823
tt2288017,Sharkproof,2014,90.0,"Action,Comedy",5.3,58
tt2288044,300 Worte Deutsch,2013,90.0,"Comedy,Drama",5.7,657
tt2288081,The Devil's Nightmare,2012,100.0,Horror,6.7,19
tt2288093,The Little Maestro,2012,108.0,Drama,5.8,17
tt2288105,The Recording,2014,82.0,Horror,6.2,6
tt2288107,The Screenwriters,2016,76.0,"Comedy,Drama,Family",6.6,10
tt2288121,Tot eshchyo Karloson!,2012,80.0,"Comedy,Drama",4.7,3422
tt2288141,Virgin,2012,127.0,Comedy,7.2,16
tt2288159,The Polygon,2014,55.0,"Documentary,History",7.6,27
tt2288160,The Right Juice,2014,93.0,"Comedy,Drama,Romance",6.0,195
tt2288858,Soldier of the Road: A Portrait of Peter Brötzmann,2012,93.0,"Biography,Documentary,Music",7.3,7
tt2288884,Le bonheur,2013,87.0,Drama,6.4,8
tt2288886,Play Hooky,2012,74.0,"Crime,Drama,Thriller",5.2,72
tt2288894,Depression: The Movie,2012,96.0,"Comedy,Drama",6.1,49
tt2288962,Saving Rhino Phila,2012,52.0,Documentary,7.6,8
tt2289098,The Fitzroy,2017,93.0,"Comedy,Sci-Fi",5.9,359
tt2289182,Now Hiring,2014,94.0,"Action,Comedy,Family",6.1,47
tt2289526,Going Away,2013,95.0,Drama,6.3,741
tt2289538,On My Way,2013,116.0,"Comedy,Drama",6.4,2009
tt2289810,Ella,2010,125.0,Drama,4.6,27
tt2289920,Justice Is Mind,2013,153.0,"Crime,Drama,Mystery",6.9,96
tt2290065,100 Bloody Acres,2012,91.0,"Comedy,Horror",6.0,3447
tt2290113,Along the Roadside,2013,108.0,"Comedy,Music,Romance",6.8,392
tt2290125,Apocalypse Theory,2012,111.0,"Comedy,Drama,Mystery",7.8,17
tt2290127,Apples of the Golan,2012,80.0,"Documentary,News",6.2,9
tt2290129,Arrêtez-moi,2013,99.0,"Drama,Thriller",5.6,425
tt2290133,Ayyare,2012,129.0,"Drama,Family",6.9,87
tt2290144,The Young Believers,2012,80.0,Drama,4.9,14
tt2290151,Big Star: Nothing Can Hurt Me,2012,113.0,"Documentary,Music",7.1,1179
tt2290179,C'était un géant aux yeux bruns,2012,80.0,"Documentary,Family",5.5,8
tt2290263,Der Ausflug,2012,91.0,Mystery,6.5,18
tt2290323,Eternal Damn Nation,2013,82.0,"Action,Horror,Thriller",4.7,63
tt2290345,From Tehran to London,2012,70.0,Drama,7.7,32
tt2290397,Alaska,2015,125.0,"Drama,Romance",6.8,1465
tt2290423,Jackson's Run,2013,103.0,Drama,6.5,42
tt2290441,Kasvukausi,2013,70.0,Documentary,7.1,10
tt2290447,Ken & Mary: The Asian Truck Express,2013,87.0,Comedy,5.8,16
tt2290457,"La montagne magique, sur les chemins du Kailash",2011,53.0,Documentary,7.8,6
tt2290463,Last Night at Emilio's,2011,100.0,"Comedy,Drama",7.8,18
tt2290469,Little-Big,2011,90.0,Music,5.7,15
tt2290473,Consumption,2016,80.0,Horror,3.2,173
tt2290503,Poetic,2012,82.0,"Horror,Thriller",3.7,24
tt2290531,My Louisiana Love,2012,64.0,"Biography,Documentary,History",8.6,8
tt2290534,Devil's Tower,2014,82.0,Horror,3.4,653
tt2290543,Nidra,2012,95.0,Drama,6.3,103
tt2290553,Northmen - A Viking Saga,2014,97.0,"Action,Adventure",5.4,8361
tt2290567,Once Upon a Time in Shanghai,2014,96.0,"Action,Crime",6.9,1769
tt2290573,The Castle of Crossed Destinies,2012,124.0,"Drama,Sci-Fi",6.2,69
tt2290601,Price of Gold,2012,87.0,"Documentary,Drama",7.2,18
tt2290613,Refugee: The Long Journey of Anar Usubov,2011,61.0,"Drama,History,War",8.2,6
tt2290617,Resolution,2012,95.0,Comedy,6.6,5
tt2290623,Ron and Laura Take Back America,2014,90.0,Comedy,7.7,31
tt2290629,Old Prison,2012,60.0,Drama,8.0,6
tt2290641,Set Up,2012,81.0,Crime,5.2,77
tt2290643,Generation Teleboy,2013,77.0,Documentary,5.6,5
tt2290645,Design of Death,2012,108.0,Drama,6.5,401
tt2290648,Iron Girl,2012,93.0,Action,5.0,100
tt2290655,Signal: Luca on Mondays,2012,111.0,Mystery,6.6,35
tt2290709,The Appearing,2014,92.0,"Horror,Mystery,Thriller",3.1,1337
tt2290710,Forty Years from Yesterday,2013,77.0,Drama,5.8,32
tt2290739,The Devil's Hand,2014,86.0,"Horror,Thriller",5.0,3339
tt2290747,The Rise and Fall of The Clash,2012,90.0,Documentary,6.2,246
tt2290749,A Haunting on Gabriel Street,2012,72.0,"Horror,Mystery,Thriller",2.2,165
tt2290757,The Standbys,2012,76.0,"Documentary,Drama",6.4,56
tt2290789,Every Blessed Day,2012,102.0,"Comedy,Drama,Romance",6.9,1431
tt2290803,Veeps,2013,79.0,Comedy,4.8,5
tt2290805,Violence of the Mind,2013,91.0,"Horror,Thriller",6.0,22
tt2290819,Cam-Girl,2016,89.0,Thriller,4.3,54
tt2290823,What Did You Expect? The Archers of Loaf Live at Cat's Cradle,2012,89.0,"Documentary,Music",8.5,21
tt2290825,Wheat and Tares,2012,57.0,"Documentary,News",6.8,13
tt2290828,Road to Ninja: Naruto the Movie,2012,110.0,"Action,Adventure,Animation",7.8,4781
tt2290829,Annie and the Gypsy,2012,80.0,"Drama,Romance",5.4,22
tt2290836,The Healing,2012,107.0,"Horror,Mystery,Thriller",6.3,193
tt2290840,Masquerade,2012,131.0,"Drama,History",7.8,5183
tt2290918,The Ideal City,2012,105.0,"Drama,Thriller",6.6,264
tt2290934,The Interval,2012,90.0,"Crime,Drama",6.4,351
tt2290968,R.I.P,2011,45.0,Action,8.5,8
tt2291230,First,2012,109.0,"Documentary,Sport",6.1,49
tt2291242,Hotel de Sade,2013,100.0,"Drama,Horror,Thriller",4.2,49
tt2291284,Subterranea,2015,99.0,"Drama,Mystery",4.0,464
tt2291506,The Longest Swim,2014,86.0,Drama,6.4,5
tt2291540,My Friend Dahmer,2017,107.0,"Biography,Drama,Horror",6.3,11963
tt2291606,The Rise and Fall of a White Collar Hooligan 2,2013,98.0,Crime,4.8,523
tt2291620,Wandering,2011,82.0,"Fantasy,Musical",5.1,9
tt2291904,My Little Hero,2013,135.0,"Drama,Music",7.0,123
tt2292168,The Street Where We Live,2017,100.0,Drama,8.8,16
tt2292180,Gunfight at Yuma,2012,88.0,Western,4.4,14
tt2292182,Shark Week,2012,89.0,"Action,Adventure,Horror",2.4,1141
tt2292196,Refuge,2013,74.0,Thriller,5.0,417
tt2292276,Transport XX to Auschwitz,2012,58.0,"Documentary,History",7.0,5
tt2292322,The First Aggregate,2012,90.0,Drama,6.1,14
tt2292326,Paranormal Island,2014,82.0,Horror,3.3,347
tt2292382,Video Diary of a Lost Girl,2012,96.0,"Comedy,Fantasy,Horror",7.2,41
tt2292428,Fallen,2012,91.0,Documentary,6.9,20
tt2292533,A Knife Named Micky,2012,88.0,"Action,Adventure,Horror",6.7,6
tt2292559,All Hallows Evil: Lord of the Harvest,2012,147.0,Horror,5.1,34
tt2292576,The Dream Team,2012,68.0,"Documentary,Sport",8.4,513
tt2292577,Angels of the City,2012,80.0,Crime,8.1,7
tt2292591,Bar25,2012,95.0,Documentary,7.1,236
tt2292599,Because You're Too Nice,2012,90.0,"Comedy,Romance",6.3,7
tt2292603,Bernard,2014,70.0,Drama,7.4,5
tt2292625,Chakravyuh,2012,152.0,"Action,Drama,Thriller",6.9,2838
tt2292630,Ghost Buddies,2012,96.0,Comedy,5.0,6
tt2292674,A Mere Life,2012,80.0,Drama,8.1,9
tt2292676,Juvenile Offender,2012,107.0,"Crime,Drama",6.7,176
tt2292679,The Arbiter,2013,100.0,Drama,5.9,122
tt2292693,Friday Killer,2011,139.0,Action,7.2,106
tt2292713,Gekijô-ban: Harapeko Yamagami-kun,2012,79.0,Comedy,4.9,10
tt2292719,Hello JaiHind,2011,115.0,"Action,Drama",5.1,8
tt2292720,Aku ada kau ada?,2012,90.0,"Comedy,Musical,Romance",4.2,6
tt2292743,Innuendo,2012,125.0,Drama,7.1,27
tt2292777,Life Size Memories,2012,118.0,"Adventure,Documentary",7.4,7
tt2292801,Martins Sarmento - O tempo passado é já tempo futuro,2012,55.0,Documentary,7.0,9
tt2292812,Made in Ash,2012,84.0,Drama,5.8,72
tt2292839,Normal!,2011,111.0,Drama,4.9,15
tt2292844,House with a Turret,2012,80.0,Drama,6.9,130
tt2292845,Radio Silence,2012,95.0,"Horror,Thriller",5.0,328
tt2292897,Roulette,2013,80.0,"Drama,Horror,Thriller",5.9,30
tt2292903,Rubberneck,2012,83.0,"Drama,Thriller",5.3,415
tt2292948,Brutal,2014,90.0,"Action,Drama,Horror",2.9,180
tt2292955,The Billionaire,2011,131.0,Drama,7.9,1414
tt2292959,The Canyons,2013,99.0,"Drama,Thriller",3.8,9838
tt2292965,The Eight Rangers,2012,110.0,"Action,Comedy",6.7,40
tt2292971,The Face of Birth,2012,90.0,Documentary,9.4,58
tt2293036,Ye-Zai,2013,81.0,"Action,Drama,Family",1.3,99
tt2293038,Finding Anthony,2012,76.0,"Drama,Family,Romance",1.0,6
tt2293060,Americons,2017,89.0,"Action,Biography,Crime",4.0,187
tt2293080,Blood Angel,2012,71.0,"Action,Drama,Horror",6.7,21
tt2293108,Explore3D Travel: Trails of a Legend,2012,60.0,Documentary,9.0,7
tt2293138,Vive la France,2013,94.0,Comedy,5.8,3388
tt2293272,Centro Histórico,2012,96.0,Drama,6.4,238
tt2293288,Plum,2013,120.0,"Fantasy,Horror,Sci-Fi",5.3,24
tt2293548,Colors of Math,2012,60.0,"Adventure,Documentary",7.3,60
tt2293626,Someone to Carry Me,2015,99.0,"Action,Drama,Thriller",7.6,17
tt2293640,Minions,2015,91.0,"Adventure,Animation,Comedy",6.4,193917
tt2293750,Scorned,2013,86.0,"Comedy,Crime,Horror",4.7,1859
tt2293954,Bob Birdnow's Remarkable Tale of Human Survival and the Transcendence of Self,2013,73.0,Drama,8.2,12
tt2294447,"1 0 0 (173 Alexandras Ave., Athens)",2012,61.0,Documentary,8.4,16
tt2294449,22 Jump Street,2014,112.0,"Action,Comedy,Crime",7.0,319504
tt2294457,7 Petala Cinta,2012,80.0,Drama,6.5,20
tt2294459,A Christmas Carol,2012,82.0,Drama,3.3,85
tt2294469,Heroes of the Flicks,2012,70.0,Documentary,7.5,15
tt2294473,Lesson of the Evil,2012,129.0,"Horror,Thriller",6.6,4762
tt2294475,Alegalu,2012,92.0,"Action,Adventure,Drama",7.6,19
tt2294493,I Hate Love,2012,105.0,"Comedy,Drama",6.3,428
tt2294551,Creating Freedom: The Lottery of Birth,2013,77.0,"Documentary,History",8.2,338
tt2294553,Cycle Me Home,2012,50.0,Documentary,7.2,20
tt2294567,Dhammu,2012,155.0,"Action,Drama",5.3,1682
tt2294589,The Fifth Commandment,2011,93.0,Thriller,5.4,167
tt2294595,"Encardia, the Dancing Stone",2012,80.0,"Documentary,Music",7.8,15
tt2294619,First Winter,2012,88.0,Drama,4.9,189
tt2294629,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998
tt2294639,Germania,2012,75.0,"Drama,Family",5.7,59
tt2294661,Home Invasion,2012,63.0,"Action,Adventure",6.9,15
tt2294663,How Sweet It Is,2013,104.0,"Comedy,Drama,Musical",6.5,64
tt2294677,In a World...,2013,93.0,Comedy,6.7,29387
tt2294679,Informant,2012,81.0,Documentary,6.1,307
tt2294685,Jeena Hai Toh Thok Daal,2012,123.0,Drama,6.0,22
tt2294705,Last Dance,2012,88.0,"Drama,Thriller",6.2,229
tt2294721,"Love, Dad",2011,25.0,"Biography,Crime,Documentary",8.4,7
tt2294729,Mansome,2012,82.0,Documentary,5.4,2736
tt2294743,Motown Mafia: The Story of Eddie Jackson and Courtney Brown,2011,74.0,"Biography,Crime,Documentary",6.8,20
tt2294789,Remember,2012,106.0,"Family,Sci-Fi,Thriller",5.4,77
tt2294807,The Rise and Fall of a Friendship,2012,98.0,"Comedy,Drama",5.7,41
tt2294817,Sonny Rollins Beyond the Notes,2014,78.0,"Biography,Documentary,History",7.4,25
tt2294819,Souls of Zen,2012,89.0,Documentary,8.7,30
tt2294820,Days of Infection,2012,83.0,"Horror,Thriller",5.6,7
tt2294845,The Big Noise,2012,73.0,Comedy,8.3,16
tt2294855,The Drift,2014,101.0,"Horror,Sci-Fi",4.4,126
tt2294857,Quick to Duck,2013,84.0,"Comedy,Drama",6.0,8
tt2294861,Lotgenoten,2013,65.0,Drama,5.3,118
tt2294899,The World's First Computer,2012,75.0,Documentary,7.6,68
tt2294901,Storied Streets,2014,61.0,Documentary,7.5,21
tt2294916,The Image Revolution,2014,81.0,"Biography,Documentary",7.2,156
tt2294917,Becoming Traviata,2012,120.0,"Documentary,Musical",7.0,98
tt2294921,Trente tableaux,2011,81.0,Documentary,6.2,12
tt2294923,Turn Off the Lights,2012,77.0,Documentary,7.3,66
tt2294927,Un p'tit gars de Ménilmontant,2013,88.0,"Crime,Drama",5.7,140
tt2294929,A Child of Yours,2012,143.0,"Drama,Family,Romance",5.3,46
tt2294939,Waste Land,2014,97.0,"Drama,Thriller",5.5,257
tt2294955,One Line of Reality,2012,84.0,"Drama,Family",5.7,42
tt2294963,Zarra's Law,2014,80.0,"Crime,Drama",4.9,161
tt2294965,Zero Charisma,2013,86.0,"Comedy,Drama",6.2,2371
tt2295034,Bangkok Assassins,2011,104.0,Action,4.7,168
tt2295196,Hunting Elephants,2013,107.0,"Comedy,Crime,Drama",6.4,942
tt2295248,The Vicious Dead,2014,48.0,Horror,6.5,22
tt2295318,Alien Battlefield,2013,87.0,"Action,Sci-Fi",3.2,176
tt2295560,Too Tall,2014,85.0,Comedy,7.8,9
tt2295564,McCanick,2013,96.0,"Crime,Drama,Mystery",4.7,1402
tt2295570,Young Citizen Patriots: Young Kid Ambassadors,2013,110.0,Family,8.8,35
tt2295672,Bread and Butter,2014,90.0,Comedy,6.3,154
tt2295678,Las lágrimas,2013,64.0,Drama,7.2,54
tt2295712,Death to Prom,2014,95.0,"Comedy,Romance",5.7,44
tt2295722,Falcon Rising,2014,103.0,"Action,Adventure",5.8,6955
tt2295750,It Happened in Saint-Tropez,2013,100.0,"Comedy,Romance",5.5,853
tt2295824,A Killer in Prague,2012,90.0,"Crime,Horror,Mystery",3.0,41
tt2295908,Being American,2014,90.0,"Action,Thriller",7.0,22
tt2296044,Battle of the Kings: Rostam & Sohrab,2012,91.0,Animation,8.2,15
tt2296338,Brian Eno: 1971-1977 - The Man Who Fell to Earth,2012,162.0,"Biography,Documentary,Music",7.6,131
tt2296404,Tai Chi Hero,2012,100.0,"Action,Adventure",6.2,3110
tt2296418,Sagat,2011,40.0,"Biography,Documentary",5.7,35
tt2296660,The Little Girl in Me,2012,100.0,Comedy,6.9,8
tt2296665,Billy Shakespeare,2014,103.0,"Comedy,Romance",7.8,20
tt2296692,First Time,2012,106.0,"Drama,Romance",6.6,386
tt2296697,Concussion,2013,96.0,Drama,5.7,3813
tt2296709,Head Over Heels 2,2012,115.0,"Comedy,Romance",5.8,1055
tt2296739,Ein schmaler Grat,2013,90.0,"Drama,Thriller",6.8,24
tt2296747,Come What May,2015,114.0,"Drama,War",6.7,782
tt2296777,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030
tt2296799,Highway to Dhampus,2014,100.0,"Drama,Romance",8.1,156
tt2296821,Kathleen Ferrier,2012,68.0,"Biography,Documentary,Music",7.1,9
tt2296835,Layla Fourie,2013,107.0,Thriller,5.7,168
tt2296843,Lion Souls,2012,58.0,"Documentary,Drama",9.0,5
tt2296857,Melody,2014,90.0,Drama,6.3,209
tt2296869,No Way Out But One,2011,89.0,"Biography,Documentary,News",8.0,10
tt2296879,Oligarchy,2012,100.0,Documentary,7.9,37
tt2296881,On Borrowed Time,2011,85.0,"Biography,Documentary",6.6,9
tt2296893,Outsiders: Japan,2012,92.0,Documentary,8.6,77
tt2296895,Over My Dead Body,2012,80.0,"Biography,Documentary,Drama",7.2,26
tt2296897,Paachuvum kovalanum,2011,130.0,"Comedy,Drama",4.2,21
tt2296907,Perah istar,2012,60.0,Documentary,8.4,5
tt2296909,Pink Floyd: The Story of Wish You Were Here,2012,85.0,"Documentary,Music",8.0,1387
tt2296935,The Legend of Sarila,2013,80.0,"Adventure,Animation,Family",5.1,756
tt2296937,Sayome,2012,56.0,Documentary,7.9,36
tt2297031,TimeScapes,2012,52.0,Documentary,7.8,1007
tt2297053,We Are Wisconsin,2012,105.0,"Documentary,History,News",7.4,10
tt2297063,Whitewash,2013,90.0,"Drama,Thriller",5.8,1493
tt2297108,100 Ghost Street: The Return of Richard Speck,2012,84.0,"Horror,Mystery,Thriller",3.9,928
tt2297164,Doomsday Book,2012,115.0,"Comedy,Drama,Fantasy",5.9,2967
tt2297406,Pulmão da Arquibancada,2012,72.0,Documentary,6.2,5
tt2297524,I Razor,2013,112.0,"Fantasy,Horror",4.5,6
tt2297712,In the Name of Tai,2012,143.0,Drama,6.7,6
tt2297812,AB Negative,2014,80.0,"Crime,Thriller",3.9,164
tt2298186,Friended to Death,2014,94.0,Comedy,4.8,436
tt2298224,Holy Ghost People,2013,88.0,"Drama,Thriller",5.2,975
tt2298251,Anahtar,2012,103.0,"Drama,Mystery",7.7,15
tt2298274,New World OrdeRx,2013,128.0,"Drama,Sci-Fi",2.4,237
tt2298277,Burning Man and the Meaning of Life,2013,76.0,"Documentary,News",5.4,14
tt2298304,Beach Pillows,2014,96.0,Drama,6.4,122
tt2298307,Dérapages,2012,94.0,"Documentary,Drama",7.1,114
tt2298315,"Greece, I Am Facing Taxing Times!",2012,92.0,Documentary,7.6,14
tt2298323,Ez firiyam tu ma li cih,2012,81.0,"Documentary,Drama",7.0,18
tt2298369,Self-Bondage: All Tied Up with My Own Rope,2013,106.0,Drama,6.0,9
tt2298373,Kadife,2012,90.0,"Adventure,Drama",7.4,7
tt2298384,Love Is in the Air,2013,96.0,"Comedy,Romance",6.3,4229
tt2298394,Free the Nipple,2014,78.0,"Comedy,Drama",3.9,1567
tt2298416,Suzanne,2013,94.0,Drama,6.7,1416
tt2298441,Saudade?,2012,98.0,"Comedy,Drama,Romance",7.4,16
tt2298445,Semi,2012,87.0,Drama,5.9,9
tt2298465,Present Tense,2012,110.0,Drama,5.9,247
tt2298489,The Casebook of Eddie Brewer,2012,89.0,"Drama,Horror,Mystery",6.5,88
tt2298501,The Outcasts,2012,59.0,Documentary,9.3,6
tt2298519,Toxic Crisis,2012,54.0,Documentary,8.5,8
tt2298537,Water on the Road,2011,78.0,"Documentary,Music",8.2,105
tt2298553,Ölü bölgeden fisiltilar,2012,86.0,"Adventure,Drama",6.2,13
tt2298738,Miss Julie,2013,85.0,"Drama,Romance",4.1,116
tt2298780,The Last Ocean,2012,88.0,Documentary,8.0,98
tt2298820,La cinquième saison,2012,93.0,"Drama,Mystery",6.9,1241
tt2298990,Life Is Beautiful,2012,167.0,"Drama,Romance",6.4,610
tt2299206,Blood Glacier,2013,98.0,"Horror,Mystery,Sci-Fi",5.4,3121
tt2299292,Isabella de Rosis,2011,65.0,Biography,6.3,6
tt2299389,Awesome Killer Audition,2012,72.0,Thriller,4.3,12
tt2299405,Children of the Riots,2012,52.0,Documentary,5.7,7
tt2299417,East Hastings Pharmacy,2012,47.0,Drama,8.4,18
tt2299433,From This Day,2012,60.0,War,8.3,7
tt2299471,"See You Tomorrow, Everyone",2013,120.0,Drama,7.1,246
tt2299491,Odayaka na nichijô,2012,102.0,Drama,7.6,54
tt2299495,Once Upon a Winter's Night,2012,60.0,Drama,8.4,31
tt2299520,Heroes Behind the Badge,2012,90.0,Documentary,8.5,26
tt2299531,A Boy Called H,2013,121.0,Drama,6.8,149
tt2299565,The Long Hope,2011,60.0,"Action,Adventure,Documentary",7.4,11
tt2299577,Ti stimo fratello,2012,93.0,Comedy,4.4,285
tt2299792,A Special Day,2012,89.0,Drama,5.6,238
tt2299842,Pieta,2012,104.0,"Crime,Drama",7.2,11521
tt2299954,Betrayal,2012,115.0,Drama,6.4,684
tt2300426,Idhi Mamulu Prema Katha Kaadu,2012,127.0,Romance,6.7,94
tt2300438,Fly with the Crane,2012,99.0,Drama,6.4,70
tt2300488,Withering,2013,108.0,Drama,7.1,236
tt2300552,Auteur,2014,75.0,"Comedy,Drama,Horror",5.2,189
tt2300684,Le renard jaune,2013,84.0,"Crime,Drama",5.8,45
tt2300769,A.K.A. Doc Pomus,2012,98.0,"Biography,Documentary,Music",8.5,73
tt2300783,Amy Winehouse: Fallen Star,2012,51.0,Biography,2.0,148
